ValueX,ValueY
5.595820202360736,6.776804161297911
4.7839145625095565,4.919209693190483
4.946526756888936,5.768308005179432
5.995314695619528,4.8087493286887
5.7778172272548325,5.787334321539279
4.787140706337409,4.459630523336364
6.227928154567197,5.3513695153914425
4.193208989933864,5.020563698523441
4.531424578729896,4.529334985089092
4.569839311043046,3.5649401977019632
4.642409486679265,6.431933756334243
4.515038120118677,4.808527121186628
6.484126713895185,5.7194335541448345
6.492980116368926,5.55135541204906
5.113343038665045,4.3399157708547085
5.261189498036212,5.324449061258986
4.618123654752076,4.58267994489634
5.846095599023288,4.644154236027771
6.400347313833409,5.26164552841738
5.168603826218891,3.9743814017715717
5.0881921938698,5.277056625883833
4.4778058673076035,5.0514532351300705
4.915169455343487,4.316900792757694
5.232850978339043,4.973641720362216
5.609420338665696,5.215638755865533
5.693688943954634,4.709516685914289
5.027155204479412,5.369164335208208
5.903692245670552,5.048257678507742
4.868837242717464,3.9335557135307493
4.715317572464159,5.097437028405343
4.636398189982805,5.048626106775783
5.163070934879392,5.683424200134273
4.56564070540012,6.508655120097723
4.936180941910403,6.062856992241426
4.453118502035667,4.113318639355737
4.711297009261515,6.170470683511612
5.073338055939869,3.894318527041781
5.847288533325459,3.4200433787139595
5.032364593705083,6.187509863038223
3.65331020347361,4.641191567672559
5.994642263264275,3.6641828899592523
4.209818343251934,5.199178232561864
4.725484104499587,6.955678412560313
4.964124586660705,4.851760770567337
6.630124721909018,5.533764734608274
5.311870912199887,4.422508542113635
4.637169344490319,4.121649517545081
4.377638471046186,4.35166342065617
5.447665192748308,4.387093441694491
5.624465477028979,4.499179723630897
4.192431302331942,6.129938944817512
5.731488353159692,5.037695914501919
5.727420102022155,5.640464982000804
5.722451330473865,4.061111996935949
5.696710543143027,4.691044366388932
5.493681397771059,7.251081931940752
5.113117454196059,4.889405832343118
5.583688284714347,6.2956476543563324
3.3844851295014227,4.578183981290718
4.779030033587524,4.4057085343783795
4.14612720050573,3.3655449207939903
5.476551515916898,5.144301119686364
4.809383223081459,5.637162832211968
6.331229343771102,5.338961521927018
5.7959062678488165,4.62374331914628
4.963836729523623,3.6323208747246607
3.78354142057059,5.106287900232025
4.660242983996454,4.852442648259431
5.641481156620376,5.317221084004365
5.142872889276904,5.02800215241798
4.651324368551544,5.370308483224086
3.421461552703817,3.813586327929154
3.9483663087314627,5.432168644188118
5.626133810892747,4.6270928205923205
4.727398732183384,5.338942997120474
5.800690659095444,5.677810470642191
3.4538284970576187,5.612654458025581
5.14087266644529,4.709389744111961
4.434656183682002,5.868077989988785
6.115149637398533,4.782642833594598
5.785711315929453,5.9407589563540535
4.946789628611785,5.67463833882271
5.5928030504880875,5.144891642648443
4.579623208242343,5.087956397619231
3.4559121243724933,5.993718394696992
4.991136934565652,5.619414488617031
4.386352152871107,5.003279535337947
4.492425059004291,4.957331952898298
3.676769963068012,5.14163511234289
5.295092324945624,3.798779369112755
4.521723333309275,4.790850374495332
4.257282211030851,4.62657286889732
5.180075906230533,5.133466015746942
4.861765374985099,5.381248609554949
5.60265932285528,5.261940377159613
4.914220760699951,4.422642808328043
5.301580973034605,5.612917301636604
4.602787655253505,6.119003808716132
5.172810051436622,5.33741131776983
5.696509282385971,5.347947732827744
6.41143607276734,4.798331243257109
5.378397351329032,3.3835989543440963
4.308968486272228,4.984615992611307
4.757351315188048,5.899547783552748
3.8209346267825874,4.300487421014589
4.298795974499619,3.422374264770501
5.847751704299221,4.055525663366151
4.203285842693438,5.647491797010283
4.658853506598987,4.9253573194109315
5.35553188489292,4.894826514673478
4.155787422677129,5.8903605966822
4.881230040339264,5.685775945341587
4.037538848882584,5.665489434330949
3.528649885636126,3.7525272994141274
5.2421537985359,5.067775315208626
4.785074395804511,4.049376572299316
3.3730822184107363,4.85319032675483
5.437340044363255,5.172244716549044
4.617464668116773,6.230657577368853
4.942504949804573,5.889050348690708
5.828824424879319,4.937402966337883
3.203210449342709,5.446724604415504
5.826865552237221,4.228829628660758
