ValueX,ValueY
5.722474276995034,4.859255421915271
3.967361755565094,4.2510763448463695
4.610587869204862,4.363510049925388
6.649251660297896,2.752193518608181
5.120422309507025,4.892941789056613
5.587456357869342,5.330341784759511
5.844828931763791,4.292538255547442
5.002338314432364,5.155465467704703
4.0824462717911825,5.368924303953855
5.347136324974785,4.0963733807160585
6.432357517241304,4.112226747210643
5.370939564136042,5.001619974644351
5.037637344822264,4.362792715043948
4.645061021787374,4.420682484273193
3.5661354825131193,5.461092484595974
5.146126511279194,5.720353758424806
5.962611403430387,4.936789471575122
5.801801578025004,4.771891078219724
5.494318945764824,4.695084482036396
4.453118502035667,5.153496337316328
6.153746904241092,5.425694473629985
5.389375969193722,4.138714567740669
4.002273613395612,4.195681695134173
4.169917005798901,4.306313626041987
5.203738428174001,4.770637331805947
5.917655128948594,5.37555557273439
4.955023850804465,3.8538141207403145
5.543682749831781,5.510268423472959
5.15110051931866,6.155435853909951
5.221300714807678,4.655615975682113
5.616465380980343,6.157168469811515
4.2862634811100735,4.548018060361815
5.173714632952795,4.28743759389901
3.446353148487468,3.9950706653690062
4.2461830302150085,4.9456138465255375
4.846750292890368,5.20608474005163
6.0286657913688,4.030402867526762
4.130676928316575,5.555111874319408
5.543504992740024,5.004134097664668
7.464155995752986,3.9594978903002094
5.865011421426388,5.15527788226797
5.437340044363255,5.418359895851483
4.7198820876769885,4.9440374743916715
5.210180335788197,4.850604738818863
5.23430076833289,5.651400064693641
4.289276057332789,5.434853807762709
5.034188332621782,5.263236836019558
4.822152188088082,5.959477603501246
5.485286057920081,4.223356902505776
4.147536806679856,5.146319776201965
5.500523459187724,3.7283656496235977
5.090625657985533,4.07828230342627
5.607106801985145,4.210484831744627
5.697012305180755,5.857995380370152
3.853739560879812,5.770332082668288
5.362049059953129,5.351070143582963
4.817606382972312,5.565914180132608
5.266715243234093,6.427649632563707
4.2061029489264445,6.001504048254796
5.473582341603753,3.9709940096076273
3.4846018258561857,3.903685094063528
4.909580687911757,3.7798486332922723
5.0053782861305525,4.711845957756154
3.1332136278082503,3.4517009433379373
0.2627047514721594,4.719001998825716
5.630697207352603,5.347234940281634
4.455646563893052,4.242929777075806
5.691739562507507,5.527443518387447
5.150307899836394,5.104542805874049
6.00114207225403,5.712234675022305
4.152675280526529,5.1924566774868195
3.6146666857254424,5.195075022261542
6.720259672647368,5.43422116234399
5.072986500254199,5.962513527831401
6.05958439879077,4.305607416237143
3.91627339737937,4.91341276971272
5.029769808681199,3.2436565784964975
4.847760692327629,6.292467529938587
4.50119044548637,3.2883782134237878
5.438880007756244,3.6319592269681955
5.9235831711499785,5.38872484445219
6.318129724194397,4.058718637259991
5.03213420789988,4.083712285695359
0.7319782298556207,5.179126137613951
6.507328548797199,4.485472774184008
5.43435081018166,6.176514104134523
3.8690820151649428,4.372689841077755
5.076167565467332,4.6072727598919725
4.140209485947343,5.236490599689468
4.071771129041098,5.427017843880208
3.6077807024954414,5.159048783097735
7.01354901844482,5.644897568090238
3.356176018687619,6.0307361476300105
6.4902369187906315,5.3387170958398595
4.252821020488417,6.093895251209886
4.9223925233333246,5.811970302106956
5.381732671212912,5.459407584286052
4.832413230153501,5.949412541423962
4.951586331776021,5.057596376433896
4.521723333309275,4.451981786427634
5.620280769099415,5.745858117464725
4.052089526876172,5.1438172466892595
4.9370578930688405,5.007902873368262
3.8755648516940315,5.654766413047272
4.984674553505153,4.9224634493054555
6.515563777410069,3.1095766046566204
4.696573590717524,5.998530650416703
4.452158477932865,3.598501735945619
5.904313663244674,5.249968074402914
4.25756227765088,4.999413251536709
4.677051765563614,5.277662985963957
6.446491211519256,5.264500265967339
5.775932215272835,4.984525359026879
4.838634053433849,6.599019684243091
5.6230931261632975,5.747868910634105
5.529873327966255,5.9919057299350245
3.681582246138272,4.543571571751261
5.373375559683704,5.770028829115686
6.043196090658796,4.290271373282399
4.527288899422773,4.780926195221299
5.196524816736292,2.696861363906059
4.415623216892113,4.908514641198941
4.825726597150148,4.643932822580169
4.969855491762677,5.550074501518019
4.331246885500847,4.466444369776362
4.762467735116535,4.93353069435289
4.683218096217041,6.1167258362839965
4.018409939850283,5.283998864916489
6.844975938883192,3.4355447387730464
4.52256046650965,6.231054369168039
5.381896113771632,4.4440330683236136
5.06757066261459,4.911024426172442
5.770563411026301,5.681703343886931
4.28988200995288,4.566926043323859
4.85448857710967,5.435192745202762
5.311059437359731,4.148496342049815
4.516085382558792,5.111249776104469
9.291681403274351,4.041353720949922
3.780128594846076,4.829836009090028
6.023067567777651,3.0368498712559133
4.616277945611561,5.065897581930316
5.087719854990064,5.726471936851543
5.212085512794733,5.794756593466602
5.623685411846846,4.433942022119698
4.64238952383317,4.342469471160933
4.943714521777112,4.929031088006583
5.017295908450003,5.869890830389857
3.7448441974184647,4.904745620731117
4.964665804546693,5.42463950364084
4.8928602194173445,5.2811126884974176
4.946526756888936,4.716886344428427
5.404631423790799,4.959774207635989
5.784886965672942,6.73503563172559
4.25876319281123,4.708576013734825
4.574106892079082,5.8055437158207805
5.833780014856752,4.464291728100802
4.249645855403472,4.111284357248095
5.363334517243966,5.156656292718294
4.296143172058996,3.4789204493375605
4.600879077956824,4.634328367377446
5.513922771169772,5.057015458691525
5.065754637383392,4.515262299185541
4.648454972354721,6.03687812706305
6.094157878042278,4.412671206664224
3.6612481363317597,5.879275607462788
4.905754124286199,5.06698110261785
5.985046919881451,4.798630074169253
5.954207989759498,4.832523827823252
5.445067068068369,4.654151997214079
4.947673478201742,5.115988670293056
6.070116266689609,5.9159299303813855
5.209013943924873,3.8089672681867053
4.69356076673407,7.351114487136606
5.722451330473865,5.691945235599661
5.480718172619323,5.523870315057806
6.222912023185587,4.273202045163238
5.0264518275200665,6.024535201753572
5.316095358547445,5.025564012646306
3.9164932565710497,5.090751925665827
5.324141402692522,5.038818946069809
5.19736459268526,4.4811702384159755
4.623661169322793,6.345195895280077
4.961100558515291,6.0535810398178915
5.610837150021931,5.612607326370839
4.767301126380959,5.61610964517138
4.356594304826102,6.045701501065092
4.73520704773601,5.375647678557514
4.564152523665742,5.124083260039606
5.118738147902147,5.56574368425906
4.851047830163418,5.38840885086448
5.487730531230989,4.56473023814493
3.6364414891179258,4.757977000549321
4.909193876618332,5.031071039246976
4.062738539269171,5.143605769198621
4.293492866158906,4.578352002398429
3.8237805123096615,5.429350300633325
4.341575820884426,4.012279013241783
3.3102829307545654,3.0443677274020304
5.7778172272548325,5.717939232612741
5.8242387025566655,3.3491902096680604
4.608082308022888,2.9382934348322425
3.87311323206557,3.07609359821064
7.594717871264021,6.456128130070475
2.8036318824501802,6.1584416048438975
5.5557941617594535,5.08461759590567
4.889576733525441,4.266724580686584
5.345299780232484,4.207954867853944
4.176905732149216,5.463983965899341
5.271478803525453,4.82060675005491
4.657213408763087,5.444367712751438
5.813926608804326,3.3110223139366024
5.721722282510174,5.232924092004135
5.5131775322993795,5.301059213261896
3.6642762721851327,5.248058217646822
4.742059291737929,5.373664469403471
5.021184620794699,3.928621873346982
4.660946478414391,4.828544061582673
6.6087498291170785,3.994592794342344
4.052628191784399,3.4339185276070054
5.676661377821473,5.169250022975658
5.696743698095874,4.733983936899395
4.856265739489298,4.905972365433579
4.960196334123131,5.215530201456218
5.113027451688889,5.552916619262112
4.248229144582399,4.94653385869755
2.7256958538272937,4.970444956830177
5.44224363542613,3.604561563301183
5.681597246117599,4.742301569260253
5.494384063928207,4.631239868637863
6.403056079765008,5.391642648049122
6.833570842850356,3.80934342009962
2.3409465122431317,5.9396987587070615
5.139123480892574,5.765028078472152
4.3421718489372365,4.677102113854362
5.885779826648443,4.783785642377726
5.16093829725413,6.733316531681755
6.07937706983599,5.182230583117161
5.786664687110566,6.411603449427272
4.114647136069258,5.331950770676782
6.065585305406271,4.651027203906775
4.6646343861238035,5.1211052892995825
5.888222130891336,5.442515739753963
5.1020495102233205,4.481721580399546
5.399151105133924,4.627594726013876
5.622818971228065,4.119674652142589
4.031323851917338,4.530973922330291
5.928743407567977,4.933672434807051
4.889309135967435,6.5657445105978045
5.883760707588084,4.200169485978745
5.256377457212873,4.5681163833186575
5.630959483431823,5.401670405004948
5.096807381668032,4.242842815648103
3.959581911997344,3.828607331531389
5.060568527454517,4.360113378768814
5.802094180931808,5.516023614426417
5.202258891065109,4.484556223966723
5.587645476190543,4.764002158242104
5.322785028943269,5.288100694069205
4.629032893544478,6.149082452448444
3.499928043301451,4.088038780869734
4.366377110627884,4.828192078789766
5.748213912689081,4.53449742833045
3.934023269727128,5.596666205406504
4.0904833935604445,5.150029239012949
4.784137869362106,6.062626562028945
5.511341639905422,4.665959619857908
5.040941627618855,4.651669823842731
6.244246657961467,5.330982330420776
4.789463645140091,5.755118490994812
5.516708249291423,5.062334824120594
4.974627010225929,3.5235587767473238
5.339278109773239,6.383957620457526
9.460234456224406,3.8949412601435167
3.9687949081068803,4.253731721729295
4.00875034766559,5.22987345954123
4.620437101273546,6.285843061362764
5.882426188815548,5.645951920225932
4.540529219694761,5.484719272002503
4.696418176009901,6.134694848784289
5.080024092024169,5.094967708872659
5.099249900476186,4.078147797746866
5.348652380607045,5.459099759694493
4.6937382070423626,5.347299493807529
3.9644618730809604,6.548956853285315
5.572496343289226,4.965889789564459
5.661360242286314,4.273366047609433
6.142540176135421,5.230145096488711
5.590325511214011,5.53357727338993
4.4974223643078854,4.1640091138740845
5.042941184162884,4.891722241806953
4.398936776241827,6.639085811532075
5.369277566745178,6.496522714085827
5.738046183231292,6.298834964994663
4.876253573760624,6.236641233417975
5.974559829886681,4.411964555291788
4.955276573792329,4.477817349963263
5.1475374926599615,4.176550755053615
5.144980275755774,3.5032510625612487
6.474507024132278,3.8709525356134984
5.210713109957534,6.103544150332838
3.450236957166971,4.299550811501807
7.018433642258556,5.044944706394022
2.3587729777263924,5.173411657835202
5.319200697083986,3.544664809112903
4.733959839271871,5.09234212668965
4.860325798948205,5.691493495907663
6.772376454866778,3.849056779879831
3.2850443339947066,4.249096655872069
6.171965194372008,7.202734359490138
6.487397952756654,4.802895198215316
5.213812952438824,5.363829610870576
5.780168206177301,3.9795877599909075
4.63006936412963,4.224215471995328
5.584824078929012,5.6519693448378785
6.502262964801982,4.477318589727676
5.0926030623420315,4.790067721092184
5.11741428337078,5.979764516194641
5.598856956830378,6.086658674380716
4.699982672238814,4.372288539464213
5.721139069314698,5.452090374147675
5.083490604229021,5.335428720706001
5.851335808093422,3.4580359671941467
5.376235470797193,5.4350301993315036
4.581329076873858,4.190791349030276
3.8701510605857914,3.501663000377452
5.206412354449622,3.7300373426112268
5.402170412970141,5.9406009917513956
5.535237278307187,4.767832538406388
5.447437945682334,5.127631514277659
4.084387017431853,4.192630583782681
5.361012334094455,3.4585096005842164
5.027757398801882,4.938738564261872
3.7069080271203547,4.658883450623652
4.362366804918683,4.861444678746292
5.517186911515281,5.68579414573296
4.437703900571832,5.015542325363443
5.957077302570185,5.033591708722406
4.746747737872307,4.700043185248832
4.66961644236694,5.612001409576754
4.852348955142361,6.024328111214593
4.316610601907739,4.076958698943068
5.773230430465928,5.756165210740562
4.980511777885172,4.929525545572315
6.18933270475913,4.5245203021421005
5.46429378563235,5.057861810866979
3.9534343950148605,4.781207159233835
3.6775106979934877,4.623570004167898
